model,register,number,dim_id,dim_label,v_human,v_model,delta_v,se,b_d,score
deepseek_V32_expert,academic,010,dim2,Subordination,0.398601,0.615979,-0.217378,0.020988,-10.357036,45.464822
deepseek_V32_expert,academic,010,dim3,NP length,3.726027,4.342105,-0.616078,0.156208,-3.943956,83.465557
deepseek_V32_expert,academic,010,dim4,Past tense,0.690265,0.322884,0.367381,0.044566,8.243616,46.776786
deepseek_V32_expert,academic,010,dim5,3rd person,17.670683,22.169970,-4.499287,1.478331,-3.043491,74.538126
deepseek_V32_expert,academic,010,dim6,Word length,5.703140,5.576783,0.126357,0.070790,1.784962,97.784435
deepseek_V32_expert,academic,010,dim7,Complementizers,0.678571,0.593750,0.084821,0.030356,2.794226,87.500000
deepseek_V32_expert,academic,010,dim8,BÍN coverage,0.969553,0.990539,-0.020986,0.010664,-1.967896,97.835497
deepseek_V32_expert,academic,010,dim9,Tree depth,7.885246,10.620690,-2.735444,0.213457,-12.814965,65.309341
deepseek_V32_expert,academic,010,dim10,LIX readability,48.461798,54.439291,-5.977494,1.445323,-4.135749,87.665555
deepseek_V32_expert,academic,010,dim11,Lexical diversity (MTLD),125.090323,185.056378,-59.966056,10.482520,-5.720577,52.061795
deepseek_V32_expert,academic,011,dim1,Subject drop,0.020000,0.106667,-0.086667,0.012185,-7.112730,0.000000
deepseek_V32_expert,academic,011,dim2,Subordination,0.419580,0.592275,-0.172694,0.020988,-8.228067,58.841202
deepseek_V32_expert,academic,011,dim3,NP length,3.201717,3.686154,-0.484437,0.156208,-3.101229,84.869458
deepseek_V32_expert,academic,011,dim4,Past tense,0.410256,0.099476,0.310780,0.044566,6.973543,24.247382
deepseek_V32_expert,academic,011,dim5,3rd person,17.647059,20.877944,-3.230886,1.478331,-2.185496,81.691649
deepseek_V32_expert,academic,011,dim6,Word length,5.707648,5.671711,0.035936,0.070790,0.507650,99.370383
deepseek_V32_expert,academic,011,dim7,Complementizers,0.666667,0.657895,0.008772,0.030356,0.288969,98.684211
deepseek_V32_expert,academic,011,dim8,BÍN coverage,0.975799,0.984866,-0.009067,0.010664,-0.850229,99.070813
deepseek_V32_expert,academic,011,dim9,Tree depth,8.380000,9.906667,-1.526667,0.213457,-7.152105,81.782021
deepseek_V32_expert,academic,011,dim10,LIX readability,52.404409,55.113772,-2.709362,1.445323,-1.874572,94.829896
deepseek_V32_expert,academic,011,dim11,Lexical diversity (MTLD),132.919528,199.760723,-66.841195,10.482520,-6.376444,49.713036
deepseek_V32_expert,academic,012,dim1,Subject drop,0.097561,0.103448,-0.005887,0.012185,-0.483171,93.965517
deepseek_V32_expert,academic,012,dim2,Subordination,0.500000,0.536885,-0.036885,0.020988,-1.757408,92.622951
deepseek_V32_expert,academic,012,dim3,NP length,4.484211,3.701408,0.782802,0.156208,5.011277,82.543146
deepseek_V32_expert,academic,012,dim4,Past tense,0.468085,0.407767,0.060318,0.044566,1.353469,87.113857
deepseek_V32_expert,academic,012,dim5,3rd person,7.930214,17.958412,-10.028198,1.478331,-6.783460,0.000000
deepseek_V32_expert,academic,012,dim6,Word length,5.727885,5.705181,0.022703,0.070790,0.320715,99.603636
deepseek_V32_expert,academic,012,dim7,Complementizers,0.761905,0.602740,0.159165,0.030356,5.243287,79.109589
deepseek_V32_expert,academic,012,dim8,BÍN coverage,0.822115,0.978756,-0.156641,0.010664,-14.688516,80.946583
deepseek_V32_expert,academic,012,dim9,Tree depth,7.576271,9.379310,-1.803039,0.213457,-8.446850,76.201497
deepseek_V32_expert,academic,012,dim10,LIX readability,50.673077,54.981836,-4.308759,1.445323,-2.981173,91.496947
deepseek_V32_expert,academic,012,dim11,Lexical diversity (MTLD),165.656924,112.767202,52.889721,10.482520,5.045516,68.072737
deepseek_V32_expert,academic,013,dim1,Subject drop,0.042553,0.094340,-0.051786,0.012185,-4.250110,0.000000
deepseek_V32_expert,academic,013,dim2,Subordination,0.319018,0.534091,-0.215073,0.020988,-10.247190,32.583042
deepseek_V32_expert,academic,013,dim3,NP length,2.988327,5.151163,-2.162836,0.156208,-13.845863,27.623849
deepseek_V32_expert,academic,013,dim4,Past tense,0.537736,0.462585,0.075151,0.044566,1.686297,86.024585
deepseek_V32_expert,academic,013,dim5,3rd person,10.172144,13.698630,-3.526486,1.478331,-2.385451,65.331928
deepseek_V32_expert,academic,013,dim6,Word length,5.750000,5.763142,-0.013142,0.070790,-0.185643,99.771450
deepseek_V32_expert,academic,013,dim7,Complementizers,0.666667,0.603448,0.063218,0.030356,2.082569,90.517241
deepseek_V32_expert,academic,013,dim8,BÍN coverage,0.909091,0.863327,0.045764,0.010664,4.291375,94.965961
deepseek_V32_expert,academic,013,dim9,Tree depth,8.000000,9.687500,-1.687500,0.213457,-7.905574,78.906250
deepseek_V32_expert,academic,013,dim10,LIX readability,51.781172,54.751784,-2.970612,1.445323,-2.055327,94.263143
deepseek_V32_expert,academic,013,dim11,Lexical diversity (MTLD),190.780671,225.020476,-34.239805,10.482520,-3.266372,82.052791
deepseek_V32_expert,academic,014,dim1,Subject drop,0.042857,0.131148,-0.088290,0.012185,-7.245990,0.000000
deepseek_V32_expert,academic,014,dim2,Subordination,0.205674,0.622549,-0.416875,0.020988,-19.862140,0.000000
deepseek_V32_expert,academic,014,dim3,NP length,3.174274,4.622951,-1.448677,0.156208,-9.274019,54.361941
deepseek_V32_expert,academic,014,dim4,Past tense,0.500000,0.218750,0.281250,0.044566,6.310925,43.750000
deepseek_V32_expert,academic,014,dim5,3rd person,11.456628,12.323944,-0.867315,1.478331,-0.586685,92.429577
deepseek_V32_expert,academic,014,dim6,Word length,6.156190,5.649100,0.507090,0.070790,7.163342,91.762922
deepseek_V32_expert,academic,014,dim7,Complementizers,0.850000,0.684211,0.165789,0.030356,5.461512,80.495356
deepseek_V32_expert,academic,014,dim8,BÍN coverage,0.929524,0.971080,-0.041556,0.010664,-3.896783,95.529325
deepseek_V32_expert,academic,014,dim9,Tree depth,6.269663,10.161290,-3.891627,0.213457,-18.231436,37.929240
deepseek_V32_expert,academic,014,dim10,LIX readability,52.363095,57.616054,-5.252959,1.445323,-3.634453,89.968203
deepseek_V32_expert,academic,014,dim11,Lexical diversity (MTLD),278.760408,185.469161,93.291247,10.482520,8.899697,66.533538
deepseek_V32_expert,academic,015,dim1,Subject drop,0.057692,0.056075,0.001618,0.012185,0.132752,97.196262
deepseek_V32_expert,academic,015,dim2,Subordination,0.449664,0.533133,-0.083468,0.020988,-3.976861,81.437691
deepseek_V32_expert,academic,015,dim3,NP length,2.969828,3.457077,-0.487249,0.156208,-3.119230,83.593358
deepseek_V32_expert,academic,015,dim4,Past tense,0.285714,0.207692,0.078022,0.044566,1.750723,72.692308
deepseek_V32_expert,academic,015,dim5,3rd person,26.178010,29.280195,-3.102185,1.478331,-2.098437,88.149654
deepseek_V32_expert,academic,015,dim6,Word length,5.233397,5.419627,-0.186230,0.070790,-2.630759,96.441500
deepseek_V32_expert,academic,015,dim7,Complementizers,0.604651,0.548387,0.056264,0.030356,1.853476,90.694789
deepseek_V32_expert,academic,015,dim8,BÍN coverage,0.991461,0.976021,0.015440,0.010664,1.447837,98.442702
deepseek_V32_expert,academic,015,dim9,Tree depth,9.113208,9.281818,-0.168611,0.213457,-0.789905,98.149821
deepseek_V32_expert,academic,015,dim10,LIX readability,44.376204,50.217240,-5.841037,1.445323,-4.041336,86.837457
deepseek_V32_expert,academic,015,dim11,Lexical diversity (MTLD),127.188019,166.169672,-38.981653,10.482520,-3.718729,69.351160
deepseek_V32_expert,blog,001,dim1,Subject drop,0.051724,0.022059,0.029665,0.012010,2.470073,42.647059
deepseek_V32_expert,blog,001,dim2,Subordination,0.534884,0.538660,-0.003776,0.027200,-0.138828,99.294039
deepseek_V32_expert,blog,001,dim3,NP length,3.396226,3.880412,-0.484186,0.158667,-3.051594,85.743414
deepseek_V32_expert,blog,001,dim4,Past tense,0.136364,0.134796,0.001567,0.040521,0.038681,98.850575
deepseek_V32_expert,blog,001,dim5,3rd person,29.268293,34.936008,-5.667716,2.697098,-2.101413,80.635305
deepseek_V32_expert,blog,001,dim6,Word length,5.274474,5.267513,0.006960,0.055770,0.124805,99.868035
deepseek_V32_expert,blog,001,dim7,Complementizers,0.448980,0.687500,-0.238520,0.031747,-7.513167,46.875000
deepseek_V32_expert,blog,001,dim8,BÍN coverage,0.998170,0.989992,0.008178,0.010244,0.798358,99.180701
deepseek_V32_expert,blog,001,dim9,Tree depth,9.166667,9.028986,0.137681,0.251564,0.547300,98.498024
deepseek_V32_expert,blog,001,dim10,LIX readability,44.618968,45.445413,-0.826445,1.028855,-0.803266,98.147773
deepseek_V32_expert,blog,001,dim11,Lexical diversity (MTLD),160.125544,136.541729,23.583815,7.800888,3.023222,85.271672
deepseek_V32_expert,blog,002,dim1,Subject drop,0.000000,0.030043,-0.030043,0.012010,-2.501514,0.000000
deepseek_V32_expert,blog,002,dim2,Subordination,0.415205,0.468085,-0.052880,0.027200,-1.944157,87.264010
deepseek_V32_expert,blog,002,dim3,NP length,3.136752,3.127080,0.009672,0.158667,0.060958,99.691657
deepseek_V32_expert,blog,002,dim4,Past tense,0.146552,0.172662,-0.026110,0.040521,-0.644361,82.183665
deepseek_V32_expert,blog,002,dim5,3rd person,26.294821,54.730713,-28.435893,2.697098,-10.543145,0.000000
deepseek_V32_expert,blog,002,dim6,Word length,5.383410,4.748364,0.635046,0.055770,11.386786,88.203643
deepseek_V32_expert,blog,002,dim7,Complementizers,0.470588,0.706349,-0.235761,0.031747,-7.426247,49.900794
deepseek_V32_expert,blog,002,dim8,BÍN coverage,0.993548,0.994110,-0.000562,0.010244,-0.054864,99.943435
deepseek_V32_expert,blog,002,dim9,Tree depth,8.015625,6.983539,1.032086,0.251564,4.102675,87.124074
deepseek_V32_expert,blog,002,dim10,LIX readability,45.540234,32.183116,13.357118,1.028855,12.982507,70.669632
deepseek_V32_expert,blog,002,dim11,Lexical diversity (MTLD),181.300912,88.267117,93.033795,7.800888,11.926052,48.685423
deepseek_V32_expert,blog,003,dim1,Subject drop,0.031746,0.032258,-0.000512,0.012010,-0.042634,98.387097
deepseek_V32_expert,blog,003,dim2,Subordination,0.406897,0.451220,-0.044323,0.027200,-1.629540,89.107069
deepseek_V32_expert,blog,003,dim3,NP length,3.729469,3.386555,0.342914,0.158667,2.161224,90.805286
deepseek_V32_expert,blog,003,dim4,Past tense,0.211864,0.319588,-0.107723,0.040521,-2.658457,49.154639
deepseek_V32_expert,blog,003,dim5,3rd person,16.000000,24.139702,-8.139702,2.697098,-3.017948,49.126862
deepseek_V32_expert,blog,003,dim6,Word length,5.309091,5.365450,-0.056359,0.055770,-1.010562,98.938434
deepseek_V32_expert,blog,003,dim7,Complementizers,0.526316,0.826923,-0.300607,0.031747,-9.468844,42.884615
deepseek_V32_expert,blog,003,dim8,BÍN coverage,0.989091,0.994869,-0.005778,0.010244,-0.564063,99.415827
deepseek_V32_expert,blog,003,dim9,Tree depth,8.307692,8.427083,-0.119391,0.251564,-0.474595,98.562886
deepseek_V32_expert,blog,003,dim10,LIX readability,44.599729,47.423499,-2.823770,1.028855,-2.744576,93.668638
deepseek_V32_expert,blog,003,dim11,Lexical diversity (MTLD),157.471822,197.565414,-40.093591,7.800888,-5.139619,74.539197
deepseek_V32_expert,blog,004,dim1,Subject drop,0.054795,0.069444,-0.014650,0.012010,-1.219821,73.263889
deepseek_V32_expert,blog,004,dim2,Subordination,0.428571,0.493369,-0.064797,0.027200,-2.382282,84.880637
deepseek_V32_expert,blog,004,dim3,NP length,2.774319,3.394397,-0.620077,0.158667,-3.908053,77.649381
deepseek_V32_expert,blog,004,dim4,Past tense,0.237410,0.188925,0.048485,0.040521,1.196541,79.577534
deepseek_V32_expert,blog,004,dim5,3rd person,36.555646,41.522491,-4.966846,2.697098,-1.841552,86.412918
deepseek_V32_expert,blog,004,dim6,Word length,5.214087,4.999571,0.214516,0.055770,3.846405,95.885843
deepseek_V32_expert,blog,004,dim7,Complementizers,0.581395,0.690000,-0.108605,0.031747,-3.420943,81.320000
deepseek_V32_expert,blog,004,dim8,BÍN coverage,0.978684,0.980712,-0.002028,0.010244,-0.197979,99.792783
deepseek_V32_expert,blog,004,dim9,Tree depth,7.384615,8.121622,-0.737006,0.251564,-2.929695,90.019707
deepseek_V32_expert,blog,004,dim10,LIX readability,38.829428,38.533151,0.296278,1.028855,0.287968,99.236977
deepseek_V32_expert,blog,004,dim11,Lexical diversity (MTLD),152.315500,156.415720,-4.100221,7.800888,-0.525609,97.308074
deepseek_V32_expert,blog,005,dim1,Subject drop,0.042254,0.053254,-0.011001,0.012010,-0.915988,73.964497
deepseek_V32_expert,blog,005,dim2,Subordination,0.435897,0.505181,-0.069284,0.027200,-2.547234,84.105456
deepseek_V32_expert,blog,005,dim3,NP length,2.764706,3.330134,-0.565428,0.158667,-3.563627,79.548332
deepseek_V32_expert,blog,005,dim4,Past tense,0.092308,0.194690,-0.102383,0.040521,-2.526657,0.000000
deepseek_V32_expert,blog,005,dim5,3rd person,28.386050,34.554974,-6.168924,2.697098,-2.287245,78.267764
deepseek_V32_expert,blog,005,dim6,Word length,5.576177,5.304892,0.271285,0.055770,4.864312,95.134930
deepseek_V32_expert,blog,005,dim7,Complementizers,0.472222,0.651376,-0.179154,0.031747,-5.643179,62.061522
deepseek_V32_expert,blog,005,dim8,BÍN coverage,1.000000,0.997652,0.002348,0.010244,0.229218,99.765200
deepseek_V32_expert,blog,005,dim9,Tree depth,6.948718,7.752809,-0.804091,0.251564,-3.196366,88.428210
deepseek_V32_expert,blog,005,dim10,LIX readability,42.148381,40.974971,1.173410,1.028855,1.140500,97.216003
deepseek_V32_expert,blog,005,dim11,Lexical diversity (MTLD),203.663225,128.592009,75.071216,7.800888,9.623419,63.139533
deepseek_V32_expert,blog,006,dim1,Subject drop,0.058824,0.058511,0.000313,0.012010,0.026053,99.468085
deepseek_V32_expert,blog,006,dim2,Subordination,0.306358,0.535637,-0.229279,0.027200,-8.429469,25.159949
deepseek_V32_expert,blog,006,dim3,NP length,2.147436,3.236667,-1.089231,0.158667,-6.864903,49.277612
deepseek_V32_expert,blog,006,dim4,Past tense,0.208333,0.162500,0.045833,0.040521,1.131102,78.000000
deepseek_V32_expert,blog,006,dim5,3rd person,34.482759,48.177888,-13.695129,2.697098,-5.077728,60.284126
deepseek_V32_expert,blog,006,dim6,Word length,5.344576,5.103400,0.241176,0.055770,4.324443,95.487459
deepseek_V32_expert,blog,006,dim7,Complementizers,0.516129,0.681818,-0.165689,0.031747,-5.219051,67.897727
deepseek_V32_expert,blog,006,dim8,BÍN coverage,0.979034,0.975464,0.003570,0.010244,0.348513,99.635355
deepseek_V32_expert,blog,006,dim9,Tree depth,5.963636,7.669856,-1.706220,0.251564,-6.782446,71.389602
deepseek_V32_expert,blog,006,dim10,LIX readability,35.865746,39.044648,-3.178903,1.028855,-3.089748,91.136661
deepseek_V32_expert,blog,006,dim11,Lexical diversity (MTLD),163.650462,99.927111,63.723350,7.800888,8.168730,61.061307
deepseek_V32_expert,blog,007,dim1,Subject drop,0.111111,0.042017,0.069094,0.012010,5.753115,37.815126
deepseek_V32_expert,blog,007,dim2,Subordination,0.232044,0.565217,-0.333173,0.027200,-12.249164,0.000000
deepseek_V32_expert,blog,007,dim3,NP length,2.107143,2.798995,-0.691852,0.158667,-4.360415,67.166340
deepseek_V32_expert,blog,007,dim4,Past tense,0.170068,0.137255,0.032813,0.040521,0.809782,80.705882
deepseek_V32_expert,blog,007,dim5,3rd person,26.004728,45.231072,-19.226344,2.697098,-7.128530,26.065969
deepseek_V32_expert,blog,007,dim6,Word length,5.354454,4.639650,0.714804,0.055770,12.816895,86.650288
deepseek_V32_expert,blog,007,dim7,Complementizers,0.583333,0.525000,0.058333,0.031747,1.837445,90.000000
deepseek_V32_expert,blog,007,dim8,BÍN coverage,0.995409,0.997809,-0.002400,0.010244,-0.234294,99.758893
deepseek_V32_expert,blog,007,dim9,Tree depth,5.915094,8.426230,-2.511135,0.251564,-9.982088,57.546997
deepseek_V32_expert,blog,007,dim10,LIX readability,38.005449,33.422854,4.582595,1.028855,4.454073,87.942268
deepseek_V32_expert,blog,007,dim11,Lexical diversity (MTLD),212.033391,81.970621,130.062769,7.800888,16.672816,38.659298
deepseek_V32_expert,blog,008,dim1,Subject drop,0.054545,0.036496,0.018049,0.012010,1.502853,66.909976
deepseek_V32_expert,blog,008,dim2,Subordination,0.503268,0.527981,-0.024713,0.027200,-0.908561,95.089582
deepseek_V32_expert,blog,008,dim3,NP length,2.884170,3.254697,-0.370527,0.158667,-2.335258,87.153066
deepseek_V32_expert,blog,008,dim4,Past tense,0.328000,0.290909,0.037091,0.040521,0.915351,88.691796
deepseek_V32_expert,blog,008,dim5,3rd person,42.657916,48.854962,-6.197046,2.697098,-2.297672,85.472695
deepseek_V32_expert,blog,008,dim6,Word length,5.207985,4.725032,0.482953,0.055770,8.659651,90.726688
deepseek_V32_expert,blog,008,dim7,Complementizers,0.463415,0.745455,-0.282040,0.031747,-8.883990,39.138756
deepseek_V32_expert,blog,008,dim8,BÍN coverage,0.987001,0.976654,0.010347,0.010244,1.010101,98.951673
deepseek_V32_expert,blog,008,dim9,Tree depth,8.557377,8.085526,0.471851,0.251564,1.875668,94.486035
deepseek_V32_expert,blog,008,dim10,LIX readability,40.308610,36.074388,4.234223,1.028855,4.115471,89.495489
deepseek_V32_expert,blog,008,dim11,Lexical diversity (MTLD),148.330965,101.884227,46.446738,7.800888,5.954032,68.687092
deepseek_V32_expert,blog,009,dim1,Subject drop,0.138462,0.032258,0.106203,0.012010,8.842997,23.297491
deepseek_V32_expert,blog,009,dim2,Subordination,0.418605,0.579225,-0.160621,0.027200,-5.905245,61.629499
deepseek_V32_expert,blog,009,dim3,NP length,2.700730,3.738571,-1.037842,0.158667,-6.541021,61.571815
deepseek_V32_expert,blog,009,dim4,Past tense,0.309091,0.157783,0.151308,0.040521,3.734077,51.047285
deepseek_V32_expert,blog,009,dim5,3rd person,21.505376,38.498099,-16.992723,2.697098,-6.300373,20.983840
deepseek_V32_expert,blog,009,dim6,Word length,5.668255,4.910160,0.758095,0.055770,13.593129,86.625602
deepseek_V32_expert,blog,009,dim7,Complementizers,0.655172,0.641975,0.013197,0.031747,0.415696,97.985705
deepseek_V32_expert,blog,009,dim8,BÍN coverage,0.957102,0.987433,-0.030331,0.010244,-2.960991,96.830954
deepseek_V32_expert,blog,009,dim9,Tree depth,6.831325,9.079602,-2.248277,0.251564,-8.937192,67.088719
deepseek_V32_expert,blog,009,dim10,LIX readability,43.138837,40.445633,2.693205,1.028855,2.617672,93.756891
deepseek_V32_expert,blog,009,dim11,Lexical diversity (MTLD),220.649030,113.038723,107.610306,7.800888,13.794622,51.230102
deepseek_V32_expert,blog,010,dim1,Subject drop,0.017241,0.049180,-0.031939,0.012010,-2.659386,0.000000
deepseek_V32_expert,blog,010,dim2,Subordination,0.402439,0.557078,-0.154639,0.027200,-5.685312,61.574651
deepseek_V32_expert,blog,010,dim3,NP length,2.712598,2.808461,-0.095862,0.158667,-0.604174,96.466038
deepseek_V32_expert,blog,010,dim4,Past tense,0.578571,0.140768,0.437804,0.040521,10.804374,24.330241
deepseek_V32_expert,blog,010,dim5,3rd person,50.293378,50.334076,-0.040698,2.697098,-0.015089,99.919079
deepseek_V32_expert,blog,010,dim6,Word length,5.334267,4.493017,0.841250,0.055770,15.084143,84.229331
deepseek_V32_expert,blog,010,dim7,Complementizers,0.365854,0.629808,-0.263954,0.031747,-8.314302,27.852564
deepseek_V32_expert,blog,010,dim8,BÍN coverage,0.985061,0.997007,-0.011946,0.010244,-1.166199,98.787283
deepseek_V32_expert,blog,010,dim9,Tree depth,8.050847,8.203922,-0.153074,0.251564,-0.608489,98.098658
deepseek_V32_expert,blog,010,dim10,LIX readability,43.829480,33.755415,10.074064,1.028855,9.791529,77.015323
deepseek_V32_expert,blog,010,dim11,Lexical diversity (MTLD),166.860826,62.182670,104.678156,7.800888,13.418748,37.266189
deepseek_V32_expert,blog,011,dim1,Subject drop,0.041096,0.024540,0.016556,0.012010,1.378531,59.713701
deepseek_V32_expert,blog,011,dim2,Subordination,0.282486,0.530864,-0.248378,0.027200,-9.131667,12.074074
deepseek_V32_expert,blog,011,dim3,NP length,2.408922,3.287975,-0.879053,0.158667,-5.540251,63.508458
deepseek_V32_expert,blog,011,dim4,Past tense,0.184932,0.146096,0.038836,0.040521,0.958412,78.999907
deepseek_V32_expert,blog,011,dim5,3rd person,28.029678,43.103448,-15.073770,2.697098,-5.588885,46.222110
deepseek_V32_expert,blog,011,dim6,Word length,5.335514,4.996064,0.339450,0.055770,6.086551,93.637919
deepseek_V32_expert,blog,011,dim7,Complementizers,0.482759,0.641791,-0.159032,0.031747,-5.009370,67.057569
deepseek_V32_expert,blog,011,dim8,BÍN coverage,0.982243,0.993768,-0.011525,0.010244,-1.125100,98.826665
deepseek_V32_expert,blog,011,dim9,Tree depth,6.750000,9.218182,-2.468182,0.251564,-9.811343,63.434343
deepseek_V32_expert,blog,011,dim10,LIX readability,42.116331,42.486659,-0.370329,1.028855,-0.359943,99.120700
deepseek_V32_expert,blog,011,dim11,Lexical diversity (MTLD),188.191985,111.522006,76.669979,7.800888,9.828365,59.259700
deepseek_V32_expert,blog,012,dim1,Subject drop,0.063492,0.000000,0.063492,0.012010,5.286646,0.000000
deepseek_V32_expert,blog,012,dim2,Subordination,0.443182,0.579832,-0.136650,0.027200,-5.023963,69.166128
deepseek_V32_expert,blog,012,dim3,NP length,2.689796,3.540881,-0.851085,0.158667,-5.363981,68.358767
deepseek_V32_expert,blog,012,dim4,Past tense,0.366197,0.101523,0.264674,0.040521,6.531788,27.723545
deepseek_V32_expert,blog,012,dim5,3rd person,34.195163,30.337079,3.858084,2.697098,1.430458,88.717457
deepseek_V32_expert,blog,012,dim6,Word length,5.078319,5.297414,-0.219095,0.055770,-3.928510,95.685683
deepseek_V32_expert,blog,012,dim7,Complementizers,0.413043,0.656250,-0.243207,0.031747,-7.660775,41.118421
deepseek_V32_expert,blog,012,dim8,BÍN coverage,0.979943,0.988300,-0.008357,0.010244,-0.815832,99.147195
deepseek_V32_expert,blog,012,dim9,Tree depth,7.794118,10.205479,-2.411362,0.251564,-9.585476,69.061773
deepseek_V32_expert,blog,012,dim10,LIX readability,38.643867,48.601255,-9.957388,1.028855,-9.678126,74.232940
deepseek_V32_expert,blog,012,dim11,Lexical diversity (MTLD),121.262082,163.739261,-42.477179,7.800888,-5.445172,64.970765
deepseek_V32_expert,blog,013,dim1,Subject drop,0.000000,0.010753,-0.010753,0.012010,-0.895319,0.000000
deepseek_V32_expert,blog,013,dim2,Subordination,0.443787,0.490494,-0.046707,0.027200,-1.717202,89.475285
deepseek_V32_expert,blog,013,dim3,NP length,2.975207,3.113456,-0.138250,0.158667,-0.871323,95.353269
deepseek_V32_expert,blog,013,dim4,Past tense,0.347222,0.245192,0.102030,0.040521,2.517954,70.615385
deepseek_V32_expert,blog,013,dim5,3rd person,25.577558,25.025025,0.552533,2.697098,0.204862,97.839775
deepseek_V32_expert,blog,013,dim6,Word length,5.507849,5.389661,0.118188,0.055770,2.119180,97.854196
deepseek_V32_expert,blog,013,dim7,Complementizers,0.552632,0.756757,-0.204125,0.031747,-6.429749,63.063063
deepseek_V32_expert,blog,013,dim8,BÍN coverage,0.987073,0.993330,-0.006257,0.010244,-0.610825,99.366106
deepseek_V32_expert,blog,013,dim9,Tree depth,8.203125,8.556701,-0.353576,0.251564,-1.405511,95.689740
deepseek_V32_expert,blog,013,dim10,LIX readability,45.075979,45.561400,-0.485421,1.028855,-0.471807,98.923106
deepseek_V32_expert,blog,013,dim11,Lexical diversity (MTLD),179.271015,186.907017,-7.636002,7.800888,-0.978863,95.740526
deepseek_V32_expert,blog,014,dim1,Subject drop,0.092593,0.096774,-0.004182,0.012010,-0.348180,95.483871
deepseek_V32_expert,blog,014,dim2,Subordination,0.510791,0.549199,-0.038408,0.027200,-1.412066,92.480743
deepseek_V32_expert,blog,014,dim3,NP length,3.710784,4.070850,-0.360066,0.158667,-2.269324,90.296771
deepseek_V32_expert,blog,014,dim4,Past tense,0.250000,0.206395,0.043605,0.040521,1.076101,82.558140
deepseek_V32_expert,blog,014,dim5,3rd person,20.408163,49.498747,-29.090584,2.697098,-10.785884,0.000000
deepseek_V32_expert,blog,014,dim6,Word length,5.490122,5.023777,0.466345,0.055770,8.361866,91.505743
deepseek_V32_expert,blog,014,dim7,Complementizers,0.512821,0.615385,-0.102564,0.031747,-3.230672,80.000000
deepseek_V32_expert,blog,014,dim8,BÍN coverage,0.986830,0.998981,-0.012151,0.010244,-1.186212,98.768684
deepseek_V32_expert,blog,014,dim9,Tree depth,8.500000,10.536000,-2.036000,0.251564,-8.093364,76.047059
deepseek_V32_expert,blog,014,dim10,LIX readability,44.436515,47.587044,-3.150529,1.028855,-3.062170,92.910045
deepseek_V32_expert,blog,014,dim11,Lexical diversity (MTLD),156.052338,107.892171,48.160167,7.800888,6.173677,69.138452
deepseek_V32_expert,blog,015,dim1,Subject drop,0.097222,0.009524,0.087698,0.012010,7.302180,9.795918
deepseek_V32_expert,blog,015,dim2,Subordination,0.339506,0.636119,-0.296612,0.027200,-10.905002,12.634158
deepseek_V32_expert,blog,015,dim3,NP length,2.381295,3.351724,-0.970429,0.158667,-6.116153,59.247838
deepseek_V32_expert,blog,015,dim4,Past tense,0.131148,0.066225,0.064922,0.040521,1.602192,50.496689
deepseek_V32_expert,blog,015,dim5,3rd person,28.363047,46.393762,-18.030715,2.697098,-6.685229,36.428850
deepseek_V32_expert,blog,015,dim6,Word length,5.356618,4.754499,0.602119,0.055770,10.796377,88.759345
deepseek_V32_expert,blog,015,dim7,Complementizers,0.500000,0.636364,-0.136364,0.031747,-4.295325,72.727273
deepseek_V32_expert,blog,015,dim8,BÍN coverage,0.997243,0.998715,-0.001472,0.010244,-0.143700,99.852393
deepseek_V32_expert,blog,015,dim9,Tree depth,7.093333,9.990826,-2.897492,0.251564,-11.517908,59.151893
deepseek_V32_expert,blog,015,dim10,LIX readability,41.430336,39.948112,1.482224,1.028855,1.440654,96.422371
deepseek_V32_expert,blog,015,dim11,Lexical diversity (MTLD),149.145111,85.928193,63.216918,7.800888,8.103810,57.613818
deepseek_V32_expert,news,001,dim1,Subject drop,0.056604,0.040000,0.016604,0.014436,1.150138,70.666667
deepseek_V32_expert,news,001,dim2,Subordination,0.262774,0.662500,-0.399726,0.016988,-23.529442,0.000000
deepseek_V32_expert,news,001,dim3,NP length,2.626298,3.827957,-1.201659,0.134172,-8.956126,54.245116
deepseek_V32_expert,news,001,dim4,Past tense,0.201835,0.102151,0.099684,0.041950,2.376286,50.610948
deepseek_V32_expert,news,001,dim5,3rd person,17.094017,32.679739,-15.585721,1.719430,-9.064472,8.823529
deepseek_V32_expert,news,001,dim6,Word length,5.443062,5.114418,0.328644,0.062916,5.223510,93.962145
deepseek_V32_expert,news,001,dim7,Complementizers,0.565217,0.725806,-0.160589,0.045550,-3.525541,71.588089
deepseek_V32_expert,news,001,dim8,BÍN coverage,0.955024,0.978836,-0.023812,0.004643,-5.128419,97.506660
deepseek_V32_expert,news,001,dim9,Tree depth,5.925926,9.792208,-3.866282,0.259321,-14.909242,34.756494
deepseek_V32_expert,news,001,dim10,LIX readability,38.192672,45.562290,-7.369617,1.367841,-5.387775,80.704107
deepseek_V32_expert,news,001,dim11,Lexical diversity (MTLD),140.897191,172.687383,-31.790192,6.738537,-4.717670,77.437313
deepseek_V32_expert,news,002,dim1,Subject drop,0.114754,0.027586,0.087168,0.014436,6.038094,24.039409
deepseek_V32_expert,news,002,dim2,Subordination,0.400000,0.571429,-0.171429,0.016988,-10.090952,57.142857
