model,register,number,dim_id,dim_label,v_human,v_model,delta_v,se,b_d,score
gemini_3_thinking,blog,010,dim10,LIX readability,43.829480,32.871116,10.958364,1.028855,10.651028,74.997732
gemini_3_thinking,blog,010,dim11,Lexical diversity (MTLD),166.860826,85.614385,81.246441,7.800888,10.415024,51.308858
gemini_3_thinking,blog,011,dim1,Subject drop,0.041096,0.036364,0.004732,0.012010,0.394030,88.484848
gemini_3_thinking,blog,011,dim2,Subordination,0.282486,0.528571,-0.246086,0.027200,-9.047373,12.885714
gemini_3_thinking,blog,011,dim3,NP length,2.408922,2.762153,-0.353231,0.158667,-2.226246,85.336559
gemini_3_thinking,blog,011,dim4,Past tense,0.184932,0.055866,0.129066,0.040521,3.185156,30.208980
gemini_3_thinking,blog,011,dim5,3rd person,28.029678,39.487727,-11.458048,2.697098,-4.248288,59.121728
gemini_3_thinking,blog,011,dim6,Word length,5.335514,4.800800,0.534714,0.055770,9.587764,89.978210
gemini_3_thinking,blog,011,dim7,Complementizers,0.482759,0.686957,-0.204198,0.031747,-6.432040,57.701863
gemini_3_thinking,blog,011,dim9,Tree depth,6.750000,7.763314,-1.013314,0.251564,-4.028053,84.987947
gemini_3_thinking,blog,011,dim10,LIX readability,42.116331,36.170060,5.946271,1.028855,5.779503,85.881318
gemini_3_thinking,blog,011,dim11,Lexical diversity (MTLD),188.191985,103.889695,84.302290,7.800888,10.806755,55.204102
gemini_3_thinking,blog,012,dim1,Subject drop,0.063492,0.044843,0.018649,0.012010,1.552804,70.627803
gemini_3_thinking,blog,012,dim2,Subordination,0.443182,0.508571,-0.065390,0.027200,-2.404059,85.245421
gemini_3_thinking,blog,012,dim3,NP length,2.689796,2.828729,-0.138933,0.158667,-0.875631,94.834799
gemini_3_thinking,blog,012,dim4,Past tense,0.366197,0.069507,0.296690,0.040521,7.321901,18.980683
gemini_3_thinking,blog,012,dim5,3rd person,34.195163,44.450580,-10.255417,2.697098,-3.802390,70.009158
gemini_3_thinking,blog,012,dim6,Word length,5.078319,4.615791,0.462528,0.055770,8.293421,90.892106
gemini_3_thinking,blog,012,dim7,Complementizers,0.413043,0.546218,-0.133175,0.031747,-4.194886,67.757629
gemini_3_thinking,blog,012,dim9,Tree depth,7.794118,7.551440,0.242677,0.251564,0.964674,96.886404
gemini_3_thinking,blog,012,dim10,LIX readability,38.643867,31.205733,7.438134,1.028855,7.229525,80.752098
gemini_3_thinking,blog,012,dim11,Lexical diversity (MTLD),121.262082,74.037824,47.224259,7.800888,6.053703,61.056039
gemini_3_thinking,blog,013,dim1,Subject drop,0.000000,0.012500,-0.012500,0.012010,-1.040808,0.000000
gemini_3_thinking,blog,013,dim2,Subordination,0.443787,0.466501,-0.022714,0.027200,-0.835093,94.881720
gemini_3_thinking,blog,013,dim3,NP length,2.975207,2.711470,0.263737,0.158667,1.662209,91.135504
gemini_3_thinking,blog,013,dim4,Past tense,0.347222,0.175074,0.172148,0.040521,4.248370,50.421365
gemini_3_thinking,blog,013,dim5,3rd person,25.577558,35.408125,-9.830567,2.697098,-3.644869,61.565652
gemini_3_thinking,blog,013,dim6,Word length,5.507849,5.190817,0.317031,0.055770,5.684575,94.244007
gemini_3_thinking,blog,013,dim7,Complementizers,0.552632,0.728261,-0.175629,0.031747,-5.532156,68.219462
gemini_3_thinking,blog,013,dim9,Tree depth,8.203125,7.290698,0.912427,0.251564,3.627017,88.877076
gemini_3_thinking,blog,013,dim10,LIX readability,45.075979,38.688661,6.387319,1.028855,6.208181,85.829884
gemini_3_thinking,blog,013,dim11,Lexical diversity (MTLD),179.271015,165.779163,13.491852,7.800888,1.729528,92.474047
gemini_3_thinking,blog,014,dim1,Subject drop,0.092593,0.033113,0.059480,0.012010,4.952584,35.761589
gemini_3_thinking,blog,014,dim2,Subordination,0.510791,0.433962,0.076829,0.027200,2.824634,84.958809
gemini_3_thinking,blog,014,dim3,NP length,3.710784,2.748515,0.962269,0.158667,6.064727,74.068300
gemini_3_thinking,blog,014,dim4,Past tense,0.250000,0.091241,0.158759,0.040521,3.917951,36.496350
gemini_3_thinking,blog,014,dim5,3rd person,20.408163,50.998725,-30.590562,2.697098,-11.342029,0.000000
gemini_3_thinking,blog,014,dim6,Word length,5.490122,4.927419,0.562703,0.055770,10.089623,89.750630
gemini_3_thinking,blog,014,dim7,Complementizers,0.512821,0.607143,-0.094322,0.031747,-2.971064,81.607143
gemini_3_thinking,blog,014,dim9,Tree depth,8.500000,7.493671,1.006329,0.251564,4.000289,88.160834
gemini_3_thinking,blog,014,dim10,LIX readability,44.436515,35.115966,9.320550,1.028855,9.059148,79.025021
gemini_3_thinking,blog,014,dim11,Lexical diversity (MTLD),156.052338,109.413173,46.639164,7.800888,5.978699,70.113127
gemini_3_thinking,blog,015,dim1,Subject drop,0.097222,0.047619,0.049603,0.012010,4.130192,48.979592
gemini_3_thinking,blog,015,dim2,Subordination,0.339506,0.439655,-0.100149,0.027200,-3.681993,70.501567
gemini_3_thinking,blog,015,dim3,NP length,2.381295,2.925573,-0.544278,0.158667,-3.430322,77.143631
gemini_3_thinking,blog,015,dim4,Past tense,0.131148,0.099668,0.031480,0.040521,0.776876,75.996678
gemini_3_thinking,blog,015,dim5,3rd person,28.363047,37.935080,-9.572033,2.697098,-3.549012,66.251746
gemini_3_thinking,blog,015,dim6,Word length,5.356618,5.060437,0.296180,0.055770,5.310705,94.470756
gemini_3_thinking,blog,015,dim7,Complementizers,0.500000,0.662921,-0.162921,0.031747,-5.131868,67.415730
gemini_3_thinking,blog,015,dim9,Tree depth,7.093333,7.920530,-0.827196,0.251564,-3.288213,88.338396
gemini_3_thinking,blog,015,dim10,LIX readability,41.430336,37.680446,3.749890,1.028855,3.644721,90.948928
gemini_3_thinking,blog,015,dim11,Lexical diversity (MTLD),149.145111,137.346163,11.798948,7.800888,1.512513,92.088948
gemini_3_thinking,news,001,dim1,Subject drop,0.056604,0.045249,0.011355,0.014436,0.786551,79.939668
gemini_3_thinking,news,001,dim2,Subordination,0.262774,0.373554,-0.110780,0.016988,-6.520941,57.842057
gemini_3_thinking,news,001,dim3,NP length,2.626298,2.524892,0.101406,0.134172,0.755791,96.138830
gemini_3_thinking,news,001,dim4,Past tense,0.201835,0.199588,0.002246,0.041950,0.053550,98.887018
gemini_3_thinking,news,001,dim5,3rd person,17.094017,14.478764,2.615253,1.719430,1.521000,84.700772
gemini_3_thinking,news,001,dim6,Word length,5.443062,5.485434,-0.042372,0.062916,-0.673469,99.221538
gemini_3_thinking,news,001,dim7,Complementizers,0.565217,0.457627,0.107590,0.045550,2.362016,80.964798
gemini_3_thinking,news,001,dim9,Tree depth,5.925926,8.393665,-2.467739,0.259321,-9.516151,58.356900
gemini_3_thinking,news,001,dim10,LIX readability,38.192672,47.482431,-9.289758,1.367841,-6.791550,75.676595
gemini_3_thinking,news,001,dim11,Lexical diversity (MTLD),140.897191,248.831860,-107.934669,6.738537,-16.017523,23.394733
gemini_3_thinking,news,002,dim1,Subject drop,0.114754,0.059701,0.055053,0.014436,3.813478,52.025586
gemini_3_thinking,news,002,dim2,Subordination,0.400000,0.431694,-0.031694,0.016988,-1.865631,92.076503
gemini_3_thinking,news,002,dim3,NP length,3.082251,3.065891,0.016360,0.134172,0.121930,99.469232
gemini_3_thinking,news,002,dim4,Past tense,0.351562,0.060510,0.291053,0.041950,6.938153,17.211607
gemini_3_thinking,news,002,dim5,3rd person,25.854879,19.933555,5.921324,1.719430,3.443772,77.097846
gemini_3_thinking,news,002,dim6,Word length,5.624074,5.235822,0.388252,0.062916,6.170923,93.096607
gemini_3_thinking,news,002,dim7,Complementizers,0.567568,0.650000,-0.082432,0.045550,-1.809705,85.476190
gemini_3_thinking,news,002,dim9,Tree depth,8.081967,8.552239,-0.470272,0.259321,-1.813472,94.181224
gemini_3_thinking,news,002,dim10,LIX readability,49.556770,44.076438,5.480331,1.367841,4.006557,88.941306
gemini_3_thinking,news,002,dim11,Lexical diversity (MTLD),158.510372,197.612804,-39.102433,6.738537,-5.802807,75.331310
gemini_3_thinking,news,003,dim1,Subject drop,0.000000,0.049587,-0.049587,0.014436,-3.434861,0.000000
gemini_3_thinking,news,003,dim2,Subordination,0.402685,0.493548,-0.090864,0.016988,-5.348598,77.435484
gemini_3_thinking,news,003,dim3,NP length,2.653543,3.346072,-0.692529,0.134172,-5.161509,73.901731
gemini_3_thinking,news,003,dim4,Past tense,0.112069,0.103053,0.009016,0.041950,0.214913,91.955373
gemini_3_thinking,news,003,dim5,3rd person,34.511785,22.620905,11.890880,1.719430,6.915596,65.545451
gemini_3_thinking,news,003,dim6,Word length,5.193934,5.006917,0.187016,0.062916,2.972461,96.399330
gemini_3_thinking,news,003,dim7,Complementizers,0.354839,0.780220,-0.425381,0.045550,-9.338732,0.000000
gemini_3_thinking,news,003,dim9,Tree depth,8.351852,8.606299,-0.254447,0.259321,-0.981206,96.953402
gemini_3_thinking,news,003,dim10,LIX readability,44.727443,43.599183,1.128259,1.367841,0.824847,97.477479
gemini_3_thinking,news,003,dim11,Lexical diversity (MTLD),120.676705,130.483700,-9.806995,6.738537,-1.455360,91.873332
gemini_3_thinking,news,004,dim1,Subject drop,0.023810,0.081967,-0.058158,0.014436,-4.028566,0.000000
gemini_3_thinking,news,004,dim2,Subordination,0.548387,0.480243,0.068144,0.016988,4.011217,87.573753
gemini_3_thinking,news,004,dim3,NP length,4.005025,3.620225,0.384800,0.134172,2.867968,90.392060
gemini_3_thinking,news,004,dim4,Past tense,0.390909,0.116788,0.274121,0.041950,6.534522,29.876082
gemini_3_thinking,news,004,dim5,3rd person,30.176027,19.367589,10.808438,1.719430,6.286060,64.182038
gemini_3_thinking,news,004,dim6,Word length,5.428041,5.186411,0.241630,0.062916,3.840491,95.548491
gemini_3_thinking,news,004,dim7,Complementizers,0.675676,0.793478,-0.117803,0.045550,-2.586215,82.565217
gemini_3_thinking,news,004,dim9,Tree depth,9.478261,8.796875,0.681386,0.259321,2.627575,92.811067
gemini_3_thinking,news,004,dim10,LIX readability,51.784606,43.184187,8.600419,1.367841,6.287589,83.391938
gemini_3_thinking,news,004,dim11,Lexical diversity (MTLD),127.737636,175.566556,-47.828920,6.738537,-7.097820,62.556909
gemini_3_thinking,news,005,dim1,Subject drop,0.142857,0.067708,0.075149,0.014436,5.205536,47.395833
gemini_3_thinking,news,005,dim2,Subordination,0.518987,0.486622,0.032365,0.016988,1.905145,93.763765
gemini_3_thinking,news,005,dim3,NP length,2.441281,2.867535,-0.426254,0.134172,-3.176929,82.539735
gemini_3_thinking,news,005,dim4,Past tense,0.126050,0.134241,-0.008191,0.041950,-0.195254,93.501946
gemini_3_thinking,news,005,dim5,3rd person,21.686747,15.115526,6.571221,1.719430,3.821745,69.699369
gemini_3_thinking,news,005,dim6,Word length,5.008612,5.312441,-0.303829,0.062916,-4.829089,93.933876
gemini_3_thinking,news,005,dim7,Complementizers,0.733333,0.472826,0.260507,0.045550,5.719125,64.476285
gemini_3_thinking,news,005,dim9,Tree depth,5.900000,8.717842,-2.817842,0.259321,-10.866226,52.239961
gemini_3_thinking,news,005,dim10,LIX readability,32.979845,44.932102,-11.952257,1.367841,-8.738048,63.758904
gemini_3_thinking,news,005,dim11,Lexical diversity (MTLD),105.237538,207.138995,-101.901457,6.738537,-15.122193,3.170049
gemini_3_thinking,news,006,dim1,Subject drop,0.034483,0.038168,-0.003685,0.014436,-0.255271,89.312977
gemini_3_thinking,news,006,dim2,Subordination,0.428571,0.401114,0.027457,0.016988,1.616239,93.593315
gemini_3_thinking,news,006,dim3,NP length,2.832669,2.754783,0.077887,0.134172,0.580500,97.250413
gemini_3_thinking,news,006,dim4,Past tense,0.245902,0.192810,0.053091,0.041950,1.265594,78.409586
gemini_3_thinking,news,006,dim5,3rd person,34.081463,14.962594,19.118869,1.719430,11.119309,43.902439
gemini_3_thinking,news,006,dim6,Word length,5.462031,5.376365,0.085666,0.062916,1.361586,98.431608
gemini_3_thinking,news,006,dim7,Complementizers,0.311111,0.535354,-0.224242,0.045550,-4.922974,27.922078
gemini_3_thinking,news,006,dim9,Tree depth,8.169492,8.382353,-0.212861,0.259321,-0.820841,97.394435
gemini_3_thinking,news,006,dim10,LIX readability,48.317307,47.112717,1.204590,1.367841,0.880651,97.506919
gemini_3_thinking,news,006,dim11,Lexical diversity (MTLD),144.852209,190.446035,-45.593825,6.738537,-6.766131,68.523901
gemini_3_thinking,news,007,dim1,Subject drop,0.032787,0.031250,0.001537,0.014436,0.106460,95.312500
gemini_3_thinking,news,007,dim2,Subordination,0.465116,0.388471,0.076645,0.016988,4.511628,83.521303
gemini_3_thinking,news,007,dim3,NP length,2.817814,2.865478,-0.047664,0.134172,-0.355249,98.308463
gemini_3_thinking,news,007,dim4,Past tense,0.121429,0.138235,-0.016807,0.041950,-0.400641,86.159170
gemini_3_thinking,news,007,dim5,3rd person,34.338358,31.031031,3.307327,1.719430,1.923503,90.368417
gemini_3_thinking,news,007,dim6,Word length,5.134384,5.324714,-0.190330,0.062916,-3.025128,96.293031
gemini_3_thinking,news,007,dim7,Complementizers,0.489362,0.500000,-0.010638,0.045550,-0.233551,97.826087
gemini_3_thinking,news,007,dim9,Tree depth,8.322581,7.745562,0.577019,0.259321,2.225112,93.066832
gemini_3_thinking,news,007,dim10,LIX readability,41.683718,42.760590,-1.076873,1.367841,-0.787279,97.416563
gemini_3_thinking,news,007,dim11,Lexical diversity (MTLD),110.346648,201.232932,-90.886285,6.738537,-13.487540,17.635663
gemini_3_thinking,news,008,dim1,Subject drop,0.103448,0.009434,0.094014,0.014436,6.512344,9.119497
gemini_3_thinking,news,008,dim2,Subordination,0.284672,0.435185,-0.150514,0.016988,-8.859818,47.127255
gemini_3_thinking,news,008,dim3,NP length,2.919679,2.542017,0.377662,0.134172,2.814764,87.064950
gemini_3_thinking,news,008,dim4,Past tense,0.212389,0.156934,0.055455,0.041950,1.321944,73.889903
gemini_3_thinking,news,008,dim5,3rd person,22.076860,15.243902,6.832958,1.719430,3.973968,69.049232
gemini_3_thinking,news,008,dim6,Word length,5.273576,5.213951,0.059625,0.062916,0.947683,98.869367
gemini_3_thinking,news,008,dim7,Complementizers,0.666667,0.425532,0.241135,0.045550,5.293825,63.829787
gemini_3_thinking,news,008,dim9,Tree depth,7.741935,8.766355,-1.024420,0.259321,-3.950390,86.767913
gemini_3_thinking,news,008,dim10,LIX readability,45.478058,44.455881,1.022177,1.367841,0.747293,97.752373
gemini_3_thinking,news,008,dim11,Lexical diversity (MTLD),133.488218,175.203820,-41.715602,6.738537,-6.190602,68.749600
gemini_3_thinking,news,009,dim1,Subject drop,0.040541,0.061404,-0.020863,0.014436,-1.445172,48.538012
gemini_3_thinking,news,009,dim2,Subordination,0.438596,0.420530,0.018067,0.016988,1.063476,95.880795
gemini_3_thinking,news,009,dim3,NP length,2.485401,3.169412,-0.684010,0.134172,-5.098019,72.478881
gemini_3_thinking,news,009,dim4,Past tense,0.151316,0.069767,0.081548,0.041950,1.943959,46.107179
gemini_3_thinking,news,009,dim5,3rd person,21.523179,22.486772,-0.963594,1.719430,-0.560415,95.522996
gemini_3_thinking,news,009,dim6,Word length,5.265696,5.318995,-0.053299,0.062916,-0.847134,98.987815
gemini_3_thinking,news,009,dim7,Complementizers,0.392157,0.511628,-0.119471,0.045550,-2.622844,69.534884
gemini_3_thinking,news,009,dim9,Tree depth,7.697368,8.657895,-0.960526,0.259321,-3.704003,87.521368
gemini_3_thinking,news,009,dim10,LIX readability,41.117944,45.105852,-3.987909,1.367841,-2.915478,90.301294
gemini_3_thinking,news,009,dim11,Lexical diversity (MTLD),128.888295,164.459143,-35.570849,6.738537,-5.278720,72.401801
gemini_3_thinking,news,010,dim1,Subject drop,0.029851,0.018405,0.011446,0.014436,0.792850,61.656442
gemini_3_thinking,news,010,dim2,Subordination,0.297872,0.409548,-0.111675,0.016988,-6.573648,62.508973
gemini_3_thinking,news,010,dim3,NP length,2.482890,2.661417,-0.178528,0.134172,-1.330590,92.809685
gemini_3_thinking,news,010,dim4,Past tense,0.464052,0.200557,0.263495,0.041950,6.281228,43.218643
gemini_3_thinking,news,010,dim5,3rd person,37.581699,42.950820,-5.369120,1.719430,-3.122617,85.713471
gemini_3_thinking,news,010,dim6,Word length,4.756633,4.794794,-0.038161,0.062916,-0.606540,99.197725
gemini_3_thinking,news,010,dim7,Complementizers,0.700000,0.702703,-0.002703,0.045550,-0.059335,99.613900
gemini_3_thinking,news,010,dim9,Tree depth,7.428571,7.728324,-0.299752,0.259321,-1.155911,95.964873
gemini_3_thinking,news,010,dim10,LIX readability,33.323092,35.868772,-2.545680,1.367841,-1.861094,92.360613
gemini_3_thinking,news,010,dim11,Lexical diversity (MTLD),129.034722,117.523022,11.511700,6.738537,1.708338,91.078603
gemini_3_thinking,news,011,dim1,Subject drop,0.052632,0.029126,0.023505,0.014436,1.628210,55.339806
gemini_3_thinking,news,011,dim2,Subordination,0.500000,0.519031,-0.019031,0.016988,-1.120247,96.193772
gemini_3_thinking,news,011,dim3,NP length,2.884774,3.597403,-0.712629,0.134172,-5.311318,75.296886
gemini_3_thinking,news,011,dim4,Past tense,0.186667,0.070866,0.115801,0.041950,2.760466,37.964004
gemini_3_thinking,news,011,dim5,3rd person,38.118410,32.042724,6.075687,1.719430,3.533548,84.061018
gemini_3_thinking,news,011,dim6,Word length,4.968635,4.973632,-0.004997,0.062916,-0.079425,99.899426
gemini_3_thinking,news,011,dim7,Complementizers,0.516667,0.611111,-0.094444,0.045550,-2.073415,81.720430
gemini_3_thinking,news,011,dim9,Tree depth,8.322034,8.971429,-0.649395,0.259321,-2.504210,92.196683
gemini_3_thinking,news,011,dim10,LIX readability,37.711379,39.434468,-1.723089,1.367841,-1.259715,95.430851
gemini_3_thinking,news,011,dim11,Lexical diversity (MTLD),108.620366,123.582282,-14.961916,6.738537,-2.220351,86.225497
gemini_3_thinking,news,012,dim1,Subject drop,0.015625,0.025157,-0.009532,0.014436,-0.660295,38.993711
gemini_3_thinking,news,012,dim2,Subordination,0.383562,0.545872,-0.162310,0.016988,-9.554192,57.683486
gemini_3_thinking,news,012,dim3,NP length,2.361217,3.070397,-0.709180,0.134172,-5.285615,69.965469
gemini_3_thinking,news,012,dim4,Past tense,0.540984,0.224868,0.316116,0.041950,7.535606,41.566458
gemini_3_thinking,news,012,dim5,3rd person,27.942422,46.583851,-18.641429,1.719430,-10.841636,33.286279
gemini_3_thinking,news,012,dim6,Word length,5.034355,4.956157,0.078198,0.062916,1.242882,98.446720
gemini_3_thinking,news,012,dim7,Complementizers,0.550000,0.634328,-0.084328,0.045550,-1.851328,84.667571
gemini_3_thinking,news,012,dim9,Tree depth,7.421875,8.500000,-1.078125,0.259321,-4.157490,85.473684
gemini_3_thinking,news,012,dim10,LIX readability,38.602304,38.684686,-0.082382,1.367841,-0.060228,99.786588
gemini_3_thinking,news,012,dim11,Lexical diversity (MTLD),183.599691,116.927122,66.672569,6.738537,9.894220,63.685904
gemini_3_thinking,news,013,dim1,Subject drop,0.000000,0.000000,0.000000,0.014436,0.000000,100.000000
gemini_3_thinking,news,013,dim2,Subordination,0.487952,0.452663,0.035289,0.016988,2.077253,92.767916
gemini_3_thinking,news,013,dim3,NP length,3.079167,3.075000,0.004167,0.134172,0.031055,99.864682
gemini_3_thinking,news,013,dim4,Past tense,0.319149,0.096429,0.222720,0.041950,5.309233,30.214286
gemini_3_thinking,news,013,dim5,3rd person,33.744856,14.885496,18.859360,1.719430,10.968382,44.111897
gemini_3_thinking,news,013,dim6,Word length,5.380909,5.702601,-0.321692,0.062916,-5.113004,94.021613
gemini_3_thinking,news,013,dim7,Complementizers,0.395833,0.427184,-0.031351,0.045550,-0.688277,92.079714
gemini_3_thinking,news,013,dim9,Tree depth,8.709091,8.915966,-0.206875,0.259321,-0.797758,97.624603
gemini_3_thinking,news,013,dim10,LIX readability,45.692790,51.579229,-5.886439,1.367841,-4.303454,87.117357
gemini_3_thinking,news,013,dim11,Lexical diversity (MTLD),161.599701,239.187828,-77.588128,6.738537,-11.514091,51.987456
gemini_3_thinking,news,014,dim1,Subject drop,0.049180,0.008547,0.040633,0.014436,2.814658,17.378917
gemini_3_thinking,news,014,dim2,Subordination,0.335484,0.452926,-0.117442,0.016988,-6.913112,64.993149
gemini_3_thinking,news,014,dim3,NP length,2.370629,3.044610,-0.673980,0.134172,-5.023264,71.569563
gemini_3_thinking,news,014,dim4,Past tense,0.296875,0.207547,0.089328,0.041950,2.129407,69.910626
gemini_3_thinking,news,014,dim5,3rd person,14.249790,30.042918,-15.793128,1.719430,-9.185097,0.000000
gemini_3_thinking,news,014,dim6,Word length,5.465485,5.162338,0.303147,0.062916,4.818261,94.453422
gemini_3_thinking,news,014,dim7,Complementizers,0.357143,0.533898,-0.176755,0.045550,-3.880454,50.508475
gemini_3_thinking,news,014,dim9,Tree depth,7.500000,9.948718,-2.448718,0.259321,-9.442801,67.350427
gemini_3_thinking,news,014,dim10,LIX readability,46.746156,47.013196,-0.267040,1.367841,-0.195228,99.428744
gemini_3_thinking,news,014,dim11,Lexical diversity (MTLD),131.775564,192.155432,-60.379868,6.738537,-8.960382,54.179769
gemini_3_thinking,news,015,dim1,Subject drop,0.088889,0.052239,0.036650,0.014436,2.538740,58.768657
gemini_3_thinking,news,015,dim2,Subordination,0.338843,0.460815,-0.121972,0.016988,-7.179750,64.003364
gemini_3_thinking,news,015,dim3,NP length,3.400000,2.832013,0.567987,0.134172,4.233285,83.294491
gemini_3_thinking,news,015,dim4,Past tense,0.198020,0.192982,0.005037,0.041950,0.120081,97.456140
gemini_3_thinking,news,015,dim5,3rd person,15.741508,20.093771,-4.352263,1.719430,-2.531225,72.351676
gemini_3_thinking,news,015,dim6,Word length,5.468391,5.111366,0.357025,0.062916,5.674591,93.471122
gemini_3_thinking,news,015,dim7,Complementizers,0.772727,0.760000,0.012727,0.045550,0.279412,98.352941
gemini_3_thinking,news,015,dim9,Tree depth,6.750000,7.514286,-0.764286,0.259321,-2.947256,88.677249
gemini_3_thinking,news,015,dim10,LIX readability,41.354094,41.660257,-0.306163,1.367841,-0.223830,99.259654
gemini_3_thinking,news,015,dim11,Lexical diversity (MTLD),178.015677,163.914916,14.100761,6.738537,2.092555,92.078922
gpt_5,academic,001,dim1,Subject drop,0.069767,0.048780,0.020987,0.012185,1.722399,69.918699
gpt_5,academic,001,dim2,Subordination,0.535211,0.636364,-0.101152,0.020988,-4.819433,81.100478
gpt_5,academic,001,dim3,NP length,2.861472,3.885000,-1.023528,0.156208,-6.552337,64.230711
gpt_5,academic,001,dim4,Past tense,0.316239,0.211679,0.104560,0.044566,2.346216,66.936279
gpt_5,academic,001,dim5,3rd person,28.938907,39.560440,-10.621533,1.478331,-7.184815,63.296703
gpt_5,academic,001,dim6,Word length,4.818966,4.650951,0.168014,0.070790,2.373432,96.513477
gpt_5,academic,001,dim7,Complementizers,0.588235,0.482759,0.105477,0.030356,3.474660,82.068966
gpt_5,academic,001,dim9,Tree depth,8.340426,11.214286,-2.873860,0.213457,-13.463416,65.543003
gpt_5,academic,001,dim10,LIX readability,41.341291,47.967396,-6.626105,1.445323,-4.584514,83.972187
gpt_5,academic,001,dim11,Lexical diversity (MTLD),175.330276,122.543656,52.786620,10.482520,5.035681,69.893038
gpt_5,academic,002,dim1,Subject drop,0.027027,0.000000,0.027027,0.012185,2.218107,0.000000
gpt_5,academic,002,dim2,Subordination,0.594286,0.696078,-0.101793,0.020988,-4.849943,82.871418
gpt_5,academic,002,dim3,NP length,3.610837,4.212264,-0.601427,0.156208,-3.850163,83.343844
gpt_5,academic,002,dim4,Past tense,0.071429,0.109756,-0.038328,0.044566,-0.860025,46.341463
gpt_5,academic,002,dim5,3rd person,40.065413,48.763251,-8.697838,1.478331,-5.883553,78.290906
gpt_5,academic,002,dim6,Word length,4.661001,4.975422,-0.314421,0.070790,-4.441633,93.254207
gpt_5,academic,002,dim7,Complementizers,0.375000,0.508197,-0.133197,0.030356,-4.387827,64.480874
gpt_5,academic,002,dim9,Tree depth,10.315789,10.245614,0.070175,0.213457,0.328757,99.319728
gpt_5,academic,002,dim10,LIX readability,47.267161,46.805239,0.461922,1.445323,0.319598,99.022743
gpt_5,academic,002,dim11,Lexical diversity (MTLD),106.179338,164.101048,-57.921711,10.482520,-5.525552,45.449169
gpt_5,academic,003,dim1,Subject drop,0.016949,0.071429,-0.054479,0.012185,-4.471124,0.000000
gpt_5,academic,003,dim2,Subordination,0.277108,0.624161,-0.347053,0.020988,-16.535421,0.000000
gpt_5,academic,003,dim3,NP length,3.027778,3.390374,-0.362597,0.156208,-2.321240,88.024334
gpt_5,academic,003,dim4,Past tense,0.628319,0.584071,0.044248,0.044566,0.992869,92.957746
gpt_5,academic,003,dim5,3rd person,13.389121,19.193858,-5.804737,1.478331,-3.926548,56.645873
gpt_5,academic,003,dim6,Word length,5.731214,5.769072,-0.037858,0.070790,-0.534800,99.339437
gpt_5,academic,003,dim7,Complementizers,0.696970,0.540000,0.156970,0.030356,5.170967,77.478261
gpt_5,academic,003,dim9,Tree depth,8.000000,10.071429,-2.071429,0.213457,-9.704197,74.107143
gpt_5,academic,003,dim10,LIX readability,52.854544,55.754016,-2.899472,1.445323,-2.006106,94.514243
gpt_5,academic,003,dim11,Lexical diversity (MTLD),140.944837,168.116607,-27.171770,10.482520,-2.592103,80.721699
gpt_5,academic,004,dim1,Subject drop,0.022727,0.171875,-0.149148,0.012185,-12.240548,0.000000
gpt_5,academic,004,dim2,Subordination,0.412587,0.437500,-0.024913,0.020988,-1.186967,93.961864
gpt_5,academic,004,dim3,NP length,3.059574,3.188679,-0.129105,0.156208,-0.826492,95.780303
gpt_5,academic,004,dim4,Past tense,0.410256,0.021739,0.388517,0.044566,8.717879,5.298913
gpt_5,academic,004,dim5,3rd person,23.966942,21.922428,2.044514,1.478331,1.382988,91.469442
gpt_5,academic,004,dim6,Word length,5.389749,5.225391,0.164358,0.070790,2.321775,96.950552
gpt_5,academic,004,dim7,Complementizers,0.657143,0.600000,0.057143,0.030356,1.882426,91.304348
gpt_5,academic,004,dim9,Tree depth,8.019608,8.234375,-0.214767,0.213457,-1.006138,97.321974
gpt_5,academic,004,dim10,LIX readability,48.297099,43.586002,4.711096,1.445323,3.259545,90.245592
gpt_5,academic,004,dim11,Lexical diversity (MTLD),188.282865,166.902626,21.380238,10.482520,2.039609,88.644618
gpt_5,academic,005,dim1,Subject drop,0.075472,0.046512,0.028960,0.012185,2.376752,61.627907
gpt_5,academic,005,dim2,Subordination,0.447761,0.634483,-0.186722,0.020988,-8.896402,58.298851
gpt_5,academic,005,dim3,NP length,3.719048,4.141975,-0.422928,0.156208,-2.707463,88.628065
gpt_5,academic,005,dim4,Past tense,0.057692,0.203390,-0.145698,0.044566,-3.269284,0.000000
gpt_5,academic,005,dim5,3rd person,10.109520,17.576318,-7.466798,1.478331,-5.050831,26.140919
gpt_5,academic,005,dim6,Word length,5.747447,5.098361,0.649086,0.070790,9.169226,88.706534
gpt_5,academic,005,dim7,Complementizers,0.687500,0.803922,-0.116422,0.030356,-3.835212,83.065954
gpt_5,academic,005,dim9,Tree depth,8.464286,9.744186,-1.279900,0.213457,-5.996057,84.878815
gpt_5,academic,005,dim10,LIX readability,52.565476,47.697674,4.867802,1.445323,3.367968,90.739546
gpt_5,academic,005,dim11,Lexical diversity (MTLD),179.741136,166.982538,12.758598,10.482520,1.217131,92.901682
gpt_5,academic,006,dim1,Subject drop,0.125000,0.037037,0.087963,0.012185,7.219117,29.629630
gpt_5,academic,006,dim2,Subordination,0.515528,0.645503,-0.129975,0.020988,-6.192681,74.788041
gpt_5,academic,006,dim3,NP length,3.022026,3.451163,-0.429136,0.156208,-2.747209,85.799715
